tfidf,semantic,skill_coverage,preferred_coverage,jd_has_skills,n_jd_skills,n_matched_skills,n_resume_skills,keyword_coverage,resume_words,jd_words,words_ratio,label
0.037589983295584405,0.3992677927017212,0.0,0.0,1,1,0,7,0.2,502,308,1.62987012987013,0
0.01991832277473098,0.36533689498901367,0.4,0.0,1,5,2,4,0.2222222222222222,642,97,6.618556701030927,0
0.023234791117994345,0.2603111267089844,0.0,0.0,1,1,0,3,0.06666666666666667,759,291,2.6082474226804124,0
0.019746778451367585,0.280500203371048,0.0,0.0,1,1,0,0,0.0,349,66,5.287878787878788,0
0.02155944009760204,0.4133546054363251,0.0,0.0,1,3,0,1,0.125,695,122,5.69672131147541,0
0.05690961910228675,0.37041378021240234,0.0,0.0,1,5,0,3,0.6,1797,578,3.1089965397923875,0
0.05727239974748415,0.42235857248306274,0.0,0.0,0,0,0,17,0.3333333333333333,464,393,1.1806615776081424,0
0.034485966924841925,0.28902432322502136,0.0,0.0,1,11,0,1,0.13333333333333333,578,351,1.6467236467236468,0
0.040340200953115427,0.3780163824558258,0.0,0.0,1,3,0,1,0.5,1657,169,9.804733727810651,0
0.04710048412541919,0.33457276225090027,0.0,0.0,1,4,0,0,0.4,478,606,0.7887788778877888,0
0.025598071616275298,0.3257533013820648,0.0,0.0,0,0,0,14,0.3333333333333333,816,145,5.627586206896551,0
0.035754476177840895,0.3159309923648834,0.0,0.0,0,0,0,0,0.26666666666666666,794,220,3.609090909090909,0
0.04677808657850822,0.4431520402431488,0.0,0.0,1,2,0,14,0.375,667,147,4.537414965986395,0
0.040452652104515735,0.39784669876098633,0.0,0.0,1,2,0,1,0.4,553,287,1.9268292682926829,0
0.04430047895919179,0.3925255835056305,0.0,0.0,0,0,0,1,0.6666666666666666,1657,220,7.531818181818182,0
0.026012941341213097,0.2341565638780594,0.0,0.0,0,0,0,4,0.2,668,246,2.7154471544715446,0
0.026313870472423617,0.22304695844650269,0.0,0.0,0,0,0,2,0.2,651,409,1.5916870415647921,0
0.02650043468463535,0.2805330157279968,0.0,0.0,0,0,0,1,0.06666666666666667,602,549,1.0965391621129326,0
0.01572067026315702,0.38294821977615356,0.0,0.0,1,8,0,0,0.1,869,143,6.076923076923077,0
0.02101596348370172,0.26411840319633484,0.0,0.0,1,1,0,3,0.2,671,410,1.6365853658536584,0
0.04788597429666889,0.4200536608695984,0.0,0.0,1,2,0,1,0.3333333333333333,743,452,1.6438053097345133,0
0.03123593166660401,0.29564815759658813,0.0,0.0,1,5,0,3,0.2,512,1041,0.4918347742555235,0
0.04307322351976208,0.3687633275985718,0.0,0.0,1,4,0,1,0.13333333333333333,485,602,0.8056478405315615,0
0.009045724458090624,0.40036481618881226,0.0,0.0,1,8,0,0,0.1,575,143,4.020979020979021,0
0.014342139426631678,0.4642850160598755,0.0,0.0,0,0,0,1,0.0,1239,24,51.625,0
0.030077766895244894,0.2206505537033081,0.0,0.0,1,2,0,7,0.2,194,290,0.6689655172413793,0
0.03324843547130833,0.3522482216358185,0.0,0.0,0,0,0,2,0.5,939,94,9.98936170212766,0
0.0,0.3036719262599945,0.0,0.0,1,1,0,0,0.0,591,36,16.416666666666668,0
0.024595234226894448,0.3554876744747162,1.0,0.0,1,1,1,1,0.26666666666666666,1903,336,5.663690476190476,0
0.03215871069213763,0.29140710830688477,0.0,0.0,1,6,0,0,0.2,575,319,1.8025078369905956,0
0.014145816594098892,0.24721820652484894,0.0,0.0,1,6,0,1,0.06666666666666667,171,555,0.3081081081081081,0
0.047190544063205234,0.316927969455719,0.0,0.0,1,5,0,2,0.4,657,395,1.6632911392405063,0
0.022448187985265267,0.3329084813594818,1.0,0.0,1,1,1,2,0.0,619,98,6.316326530612245,0
0.03119098711184811,0.30174520611763,0.0,0.0,1,3,0,0,0.26666666666666666,2208,700,3.1542857142857144,0
0.013850251411391627,0.30287185311317444,0.0,0.0,1,2,0,1,0.0,356,73,4.876712328767123,0
0.024761633128914728,0.36689791083335876,0.0,0.0,1,1,0,4,0.38461538461538464,618,157,3.9363057324840764,0
0.03544556829817307,0.34377381205558777,0.0,0.0,0,0,0,5,1.0,953,102,9.343137254901961,0
0.030142430698321416,0.2758551239967346,0.0,0.0,1,6,0,3,0.3333333333333333,486,319,1.5235109717868338,0
0.020683919227718676,0.37508800625801086,0.0,0.0,1,8,0,0,0.1,2738,143,19.146853146853147,0
0.05317915431182422,0.28392326831817627,0.0,0.0,1,5,0,0,0.3333333333333333,439,395,1.111392405063291,0
0.02460041758887422,0.2866615355014801,0.0,0.0,1,1,0,8,0.0,790,353,2.237960339943343,0
0.036397643956771336,0.3379206359386444,0.0,0.0,1,11,0,1,0.4,701,351,1.997150997150997,0
0.03273093003150873,0.33579131960868835,0.0,0.0,1,1,0,10,0.16666666666666666,957,121,7.909090909090909,0
0.026360248824129084,0.22066554427146912,0.0,0.0,1,1,0,1,0.0,656,521,1.2591170825335893,0
0.028738506224098098,0.33730348944664,0.0,0.0,1,1,0,1,0.46153846153846156,519,157,3.305732484076433,0
0.01688483128821282,0.3073745369911194,0.0,0.0,1,1,0,1,0.0,646,66,9.787878787878787,0
0.03719334414994457,0.3252016007900238,0.5,0.0,1,2,1,10,0.3333333333333333,1096,586,1.870307167235495,0
0.036446288506790145,0.3802163302898407,0.0,0.0,1,1,0,3,0.3333333333333333,759,260,2.919230769230769,0
0.040000442392614716,0.375949889421463,0.3333333333333333,0.0,1,3,1,9,0.3333333333333333,1000,194,5.154639175257732,0
0.06498800971919881,0.41946107149124146,0.3,0.0,1,10,3,17,0.7333333333333333,1626,297,5.474747474747475,0
0.025534852834989366,0.2777365744113922,0.2,0.0,1,10,2,3,0.26666666666666666,367,489,0.7505112474437627,0
0.026714019723043454,0.42329034209251404,0.3333333333333333,0.0,1,3,1,2,0.5,954,81,11.777777777777779,0
0.04978135602454523,0.37358197569847107,0.0,0.0,0,0,0,11,0.26666666666666666,663,277,2.3935018050541514,0
0.02593736532843388,0.2376561164855957,0.0,0.0,0,0,0,17,0.13333333333333333,433,258,1.678294573643411,0
0.03507811123613657,0.4549017548561096,0.0,0.0,1,1,0,17,1.0,464,34,13.647058823529411,0
0.02631027293402962,0.27001717686653137,0.0,0.0,0,0,0,20,0.3333333333333333,640,1038,0.6165703275529865,0
0.03502912558337622,0.35208630561828613,0.0,0.0,1,6,0,1,0.45454545454545453,820,226,3.6283185840707963,0
0.016925538663560585,0.42695915699005127,0.0,0.0,1,7,0,2,0.0,554,139,3.985611510791367,0
0.06422928826412476,0.3394465446472168,0.0,0.0,1,3,0,7,0.3333333333333333,213,1079,0.1974050046339203,0
0.05387812400190931,0.3165643811225891,0.0,0.0,1,3,0,0,0.4666666666666667,3134,774,4.0490956072351425,0
0.0066355015844390295,0.31268370151519775,0.0,0.0,0,0,0,2,0.0,550,64,8.59375,0
0.021914128668866474,0.29753631353378296,0.0,0.0,0,0,0,17,0.5714285714285714,1626,85,19.129411764705882,0
0.012476948887089412,0.3838558793067932,0.0,0.0,1,1,0,2,0.0,649,41,15.829268292682928,0
0.03546383074751081,0.287219375371933,0.0,0.0,1,3,0,3,0.26666666666666666,585,438,1.3356164383561644,0
0.04930469455387944,0.325984925031662,0.0,0.0,1,3,0,1,0.42857142857142855,646,269,2.4014869888475836,0
0.049776307952726036,0.327487587928772,0.25,0.0,1,13,2,9,0.3333333333333333,295,673,0.43833580980683506,0
0.022460416493944278,0.33241644501686096,0.0,0.0,1,1,0,1,0.2857142857142857,680,124,5.483870967741935,0
0.03643140910709926,0.34651392698287964,0.0,0.0,0,0,0,30,0.3333333333333333,2104,376,5.595744680851064,0
0.052313736513878585,0.37628892064094543,0.0,0.0,1,1,0,7,0.3333333333333333,1269,456,2.7828947368421053,0
0.05195929657582815,0.4503927230834961,0.0,0.0,1,1,0,0,0.3333333333333333,787,342,2.301169590643275,0
0.02499445656953751,0.3293020725250244,0.0,0.0,1,1,0,3,0.09090909090909091,882,143,6.1678321678321675,0
0.021854904455157642,0.2663648724555969,0.0,0.0,1,3,0,1,0.3076923076923077,517,226,2.2876106194690267,0
0.025108457280029212,0.22601047158241272,0.0,0.0,1,1,0,15,0.0,743,234,3.175213675213675,0
0.020551088953447275,0.3719756007194519,0.0,0.0,0,0,0,1,0.2,526,108,4.87037037037037,0
0.012571283978449442,0.24140013754367828,0.0,0.0,0,0,0,1,0.0,573,246,2.3292682926829267,0
0.03078639546877658,0.28218209743499756,0.0,0.0,1,6,0,1,0.13333333333333333,558,664,0.8403614457831325,0
0.019852651728548262,0.18682986497879028,0.0,0.0,1,1,0,7,0.13333333333333333,194,301,0.6445182724252492,0
0.016767174962626988,0.33969229459762573,1.0,0.0,1,2,2,13,0.1111111111111111,340,107,3.177570093457944,0
0.020398376007431957,0.2932412326335907,0.0,0.0,1,10,0,1,0.3333333333333333,636,489,1.3006134969325154,0
0.05532174561239067,0.4135822057723999,1.0,0.0,1,1,1,2,0.2,703,370,1.9,0
0.05641881949053545,0.38732481002807617,0.0,0.0,1,8,0,0,0.26666666666666666,1685,468,3.6004273504273505,0
0.03372193793785075,0.37133118510246277,0.0,0.0,0,0,0,4,0.26666666666666666,546,415,1.3156626506024096,0
0.010123720172417009,0.2514277398586273,1.0,0.0,1,1,1,2,0.0,238,269,0.8847583643122676,0
0.07453995324294706,0.3773430585861206,0.6666666666666666,0.0,1,6,4,32,0.7333333333333333,1931,319,6.053291536050157,0
0.02544434950064471,0.16380035877227783,0.0,0.0,0,0,0,17,0.18181818181818182,707,78,9.064102564102564,0
0.05238079978871439,0.33707404136657715,0.0,0.0,0,0,0,13,0.26666666666666666,1032,549,1.8797814207650274,0
0.024846635792253793,0.3520500361919403,0.0,0.0,0,0,0,30,0.3333333333333333,2104,476,4.420168067226891,0
0.04231234488567387,0.30175715684890747,1.0,0.0,1,1,1,2,0.3333333333333333,954,300,3.18,0
0.044072309478500125,0.3353063762187958,0.25,0.0,1,4,1,3,0.4,270,216,1.25,0
0.01595199514690194,0.26138314604759216,0.0,0.0,1,1,0,8,0.13333333333333333,790,204,3.872549019607843,0
0.07104221802015206,0.3455064594745636,0.0,0.0,1,6,0,1,0.5333333333333333,1332,387,3.441860465116279,0
0.054520525394879324,0.37006744742393494,0.0,0.0,0,0,0,5,0.26666666666666666,953,360,2.647222222222222,0
0.06576685322670828,0.3319060802459717,0.0,0.0,1,16,0,0,0.5333333333333333,794,1015,0.7822660098522167,0
0.014287074337677941,0.3081304430961609,0.0,0.0,0,0,0,7,0.14285714285714285,644,85,7.576470588235294,0
0.031054451913647172,0.42762312293052673,0.0,0.0,1,4,0,1,0.3,763,266,2.8684210526315788,0
0.02667354347878275,0.31464773416519165,0.0,0.0,1,7,0,1,0.375,794,139,5.712230215827338,0
0.06201766092807291,0.41905707120895386,1.0,0.0,1,1,1,2,0.3333333333333333,625,575,1.0869565217391304,0
0.02532475525125919,0.2705098092556,0.0,0.0,1,6,0,2,0.13333333333333333,238,636,0.3742138364779874,0
0.02720299942008538,0.2989630699157715,0.0,0.0,0,0,0,2,0.2,238,277,0.8592057761732852,0
0.02562600704603852,0.34243160486221313,1.0,0.0,1,1,1,2,0.26666666666666666,619,269,2.3011152416356877,0
0.022235129242764527,0.3421245515346527,0.0,0.0,1,1,0,0,0.0,489,219,2.232876712328767,0
0.029527641119817163,0.3349618911743164,0.0,0.0,0,0,0,1,0.13333333333333333,287,272,1.0551470588235294,0
0.039555095226013456,0.27598556876182556,0.0,0.0,0,0,0,13,0.06666666666666667,340,289,1.1764705882352942,0
0.02616179373458659,0.2940458655357361,1.0,0.0,1,1,1,8,0.16666666666666666,597,121,4.933884297520661,0
0.03286144008344012,0.32172223925590515,0.0,0.0,1,4,0,0,0.2,361,508,0.7106299212598425,0
0.06645666592239849,0.36654725670814514,0.25,0.0,1,4,1,3,0.4666666666666667,585,599,0.9766277128547579,0
0.04032926922776099,0.3127959072589874,0.0,0.0,0,0,0,10,0.2,1177,300,3.9233333333333333,0
0.04141286962622896,0.32590222358703613,0.0,0.0,1,18,0,0,0.26666666666666666,529,852,0.6208920187793427,0
0.027083598700812755,0.2929164171218872,0.0,0.0,1,6,0,0,0.2727272727272727,565,226,2.5,0
0.040571784179101095,0.25916922092437744,0.2,0.0,1,7,1,1,0.13333333333333333,646,715,0.9034965034965035,0
0.028343162904515107,0.3537524938583374,0.2222222222222222,0.0,1,9,2,13,0.3333333333333333,899,553,1.6256781193490055,0
0.040403591729289805,0.4104762077331543,0.0,0.0,1,3,0,0,0.5,308,81,3.802469135802469,0
0.04014890806909481,0.25814002752304077,0.0,0.0,1,6,0,1,0.26666666666666666,578,877,0.6590649942987458,0
0.03158153022122566,0.32155081629753113,0.0,0.0,1,1,0,1,0.13333333333333333,295,475,0.6210526315789474,0
0.05856703374621997,0.42500168085098267,0.0,0.0,1,2,0,0,0.26666666666666666,426,452,0.9424778761061947,0
0.02148196650231551,0.3301617205142975,0.0,0.0,0,0,0,2,0.2,608,82,7.414634146341464,0
0.029898225392442353,0.3249906599521637,0.0,0.0,1,1,0,7,0.2,440,310,1.4193548387096775,0
0.03780129331874462,0.40059328079223633,0.5,0.0,1,6,3,16,0.09090909090909091,655,226,2.898230088495575,0
0.04800773501437974,0.2910894751548767,0.5,0.0,1,3,1,17,0.4666666666666667,707,1079,0.6552363299351252,0
0.03198672917567172,0.25884005427360535,0.0,0.0,0,0,0,12,0.06666666666666667,1153,274,4.208029197080292,0
0.05140179246422379,0.3017827570438385,0.0,0.0,1,4,0,0,0.06666666666666667,255,599,0.4257095158597663,0
0.02939283611190933,0.33535951375961304,1.0,0.0,1,1,1,1,0.13333333333333333,463,300,1.5433333333333332,0
0.009415353639722547,0.32277920842170715,0.0,0.0,1,6,0,1,0.13333333333333333,530,278,1.9064748201438848,0
0.02386221872698109,0.34208640456199646,0.0,0.0,1,3,0,0,0.21428571428571427,759,269,2.8215613382899627,0
0.02167782877368887,0.29713574051856995,0.0,0.0,0,0,0,4,0.0,810,65,12.461538461538462,0
0.01730543997025885,0.28451642394065857,0.0,0.0,1,18,0,0,0.13333333333333333,568,326,1.7423312883435582,0
0.033756389819247654,0.34151697158813477,1.0,0.0,1,1,1,1,0.26666666666666666,517,308,1.6785714285714286,0
0.025396692035277543,0.328583300113678,0.0,0.0,1,14,0,1,0.13333333333333333,463,611,0.7577741407528642,0
0.02916166055717124,0.33094385266304016,0.0,0.0,1,8,0,1,0.26666666666666666,679,497,1.3661971830985915,0
0.02555862885870659,0.37752869725227356,0.0,0.0,0,0,0,1,0.4,583,108,5.398148148148148,0
0.030323272550193858,0.26809555292129517,0.0,0.0,1,6,0,0,0.3333333333333333,2208,877,2.517673888255416,0
0.042186596034311005,0.4160085618495941,0.0,0.0,0,0,0,3,0.3,630,121,5.206611570247934,0
0.0377001143555819,0.359049528837204,0.0,0.0,0,0,0,9,0.5,530,172,3.0813953488372094,0
0.04031590742343995,0.29704296588897705,0.1,0.0,1,10,1,7,0.13333333333333333,1206,986,1.2231237322515214,0
0.0517283796719313,0.38487306237220764,1.0,0.0,1,1,1,2,0.3333333333333333,448,575,0.7791304347826087,0
0.021430682633372874,0.4137442111968994,0.0,0.0,1,2,0,0,0.14285714285714285,626,158,3.962025316455696,0
0.03819475146234761,0.32152459025382996,0.0,0.0,1,2,0,4,0.5333333333333333,546,290,1.8827586206896552,0
0.03680229178292734,0.3625594973564148,0.0,0.0,0,0,0,0,0.13333333333333333,883,289,3.055363321799308,0
0.03263514055543054,0.3647763729095459,0.0,0.0,1,4,0,1,0.4,700,266,2.6315789473684212,0
0.023304345619022986,0.41883546113967896,0.0,0.0,1,1,0,0,0.25,554,113,4.902654867256637,0
0.040005833173208404,0.2919932007789612,0.0,0.0,0,0,0,4,0.3333333333333333,747,378,1.9761904761904763,0
0.019264126514895827,0.3700579106807709,0.0,0.0,0,0,0,2,0.1,638,121,5.2727272727272725,0
0.033336019405727925,0.3699820339679718,0.0,0.0,0,0,0,1,0.2857142857142857,652,132,4.9393939393939394,0
0.01702058565114583,0.4338347911834717,0.0,0.0,1,1,0,8,1.0,597,34,17.558823529411764,0
0.03364956901115992,0.31225720047950745,0.0,0.0,0,0,0,4,0.26666666666666666,644,246,2.6178861788617884,0
0.021564486840292035,0.41562026739120483,0.0,0.0,1,5,0,0,0.2222222222222222,1591,97,16.4020618556701,0
0.03022480068623038,0.28013816475868225,0.0,0.0,1,1,0,2,0.4,843,127,6.637795275590551,0
0.03874059164143102,0.2996223270893097,0.0,0.0,0,0,0,1,0.2,1211,289,4.190311418685121,0
0.015568006574123081,0.45218414068222046,0.0,0.0,0,0,0,4,0.0,668,24,27.833333333333332,0
0.028169657038127273,0.32260167598724365,1.0,0.0,1,1,1,1,0.13333333333333333,171,526,0.32509505703422054,0
0.03336663405664832,0.339402973651886,1.0,0.0,1,1,1,10,0.2,1096,473,2.317124735729387,0
0.04898517278222119,0.3508068919181824,0.0,0.0,1,5,0,1,0.4666666666666667,571,395,1.4455696202531645,0
0.03710881577248551,0.40226301550865173,1.0,0.0,1,1,1,2,0.26666666666666666,943,270,3.4925925925925925,0
0.036379788115366504,0.4429161548614502,0.0,0.0,0,0,0,0,0.2222222222222222,614,162,3.7901234567901234,0
0.023098080617986592,0.44538429379463196,0.0,0.0,0,0,0,11,1.0,636,29,21.93103448275862,0
0.060888980874303875,0.40055519342422485,0.0,0.0,1,2,0,1,0.6,951,311,3.057877813504823,0
0.037189130911293874,0.3739800453186035,0.0,0.0,1,4,0,10,0.5714285714285714,1449,203,7.137931034482759,0
0.013007411565300012,0.29525962471961975,0.0,0.0,0,0,0,1,0.06666666666666667,381,145,2.627586206896552,0
0.022349499654811065,0.3532921373844147,0.0,0.0,1,1,0,5,0.5,737,34,21.676470588235293,0
0.0248414723425275,0.2686280906200409,0.0,0.0,0,0,0,1,0.06666666666666667,517,214,2.4158878504672896,0
0.04056647555837446,0.32591527700424194,0.0,0.0,0,0,0,7,0.2,1269,289,4.391003460207613,0
0.038726317848798215,0.43073657155036926,1.0,0.0,1,1,1,1,0.26666666666666666,1011,156,6.480769230769231,0
0.03104556506646471,0.3405836522579193,0.0,0.0,1,1,0,1,0.2,356,428,0.8317757009345794,0
0.04651607002728156,0.30986931920051575,0.0,0.0,0,0,0,1,0.4,1431,518,2.7625482625482625,0
0.04926184217001679,0.28802984952926636,0.3333333333333333,0.0,1,3,1,8,0.4,950,438,2.1689497716894977,0
0.03206292516078479,0.3113596737384796,0.0,0.0,0,0,0,2,0.2,527,246,2.1422764227642275,0
